OBX,Last,High,Low,Official turnover (NOK)
21.01.19,,,,"1,326.00"
18.01.19,793.40,793.44,778.55,"3,866,891,305.00"
17.01.19,779.78,781.64,776.60,"3,008,577,181.00"
16.01.19,779.98,785.29,776.05,"3,765,132,061.00"
15.01.19,778.83,785.18,774.41,"3,087,048,494.00"
14.01.19,775.90,779.18,770.35,"3,194,754,125.00"
11.01.19,778.87,786.76,777.38,"3,447,226,732.00"
10.01.19,779.69,783.11,772.12,"3,561,199,992.00"
09.01.19,781.46,782.90,773.29,"3,816,539,979.00"
08.01.19,773.42,776.16,766.61,"3,567,400,569.00"
07.01.19,768.71,779.54,766.16,"3,661,301,138.00"
04.01.19,769.48,769.48,750.14,"4,397,349,966.00"
03.01.19,748.82,754.87,738.19,"3,576,546,299.00"
02.01.19,742.03,742.97,726.16,"2,792,722,992.00"
28.12.18,739.42,743.84,726.41,"2,721,395,810.00"
27.12.18,726.33,751.28,726.29,"2,855,231,400.00"
21.12.18,745.93,746.55,735.85,"4,993,440,949.00"
20.12.18,746.55,764.49,743.58,"3,678,268,888.00"
19.12.18,765.55,766.02,750.58,"3,504,190,452.00"
18.12.18,756.32,759.62,743.94,"4,107,651,854.00"
17.12.18,759.10,770.99,759.10,"3,010,552,555.00"
14.12.18,768.56,775.03,766.05,"3,065,802,469.00"
13.12.18,775.52,781.29,770.32,"3,083,576,269.00"
12.12.18,781.48,782.19,772.93,"2,987,164,152.00"
11.12.18,773.27,776.43,761.66,"3,326,820,376.00"
10.12.18,763.22,781.29,761.54,"3,314,481,613.00"
07.12.18,782.03,786.70,764.56,"3,634,193,502.00"
06.12.18,764.60,792.42,764.60,"4,515,373,726.00"
05.12.18,792.64,803.85,790.34,"2,544,884,181.00"
04.12.18,803.93,810.26,802.59,"3,078,190,146.00"
03.12.18,806.99,812.78,791.80,"3,604,272,852.00"
30.11.18,790.91,794.52,786.18,"4,526,022,039.00"
29.11.18,792.52,794.59,782.79,"3,187,841,373.00"
28.11.18,786.87,793.22,782.34,"3,107,749,678.00"
27.11.18,789.36,792.74,783.09,"3,081,573,515.00"
26.11.18,787.10,787.75,772.65,"3,023,554,850.00"
23.11.18,772.42,784.37,768.74,"3,055,786,246.00"
22.11.18,784.38,792.38,784.35,"2,604,700,652.00"
21.11.18,791.23,791.40,777.62,"3,569,192,926.00"
20.11.18,777.36,798.06,775.11,"4,629,227,496.00"
19.11.18,797.40,810.47,797.14,"3,805,011,466.00"
16.11.18,804.77,811.47,798.86,"4,045,905,719.00"
15.11.18,798.75,808.04,797.73,"3,973,980,387.00"
14.11.18,804.39,810.64,799.27,"5,327,482,281.00"
13.11.18,810.65,823.00,810.64,"4,596,181,280.00"
12.11.18,822.43,827.28,819.67,"3,122,375,442.00"
09.11.18,819.23,824.41,817.16,"3,874,325,939.00"
08.11.18,824.60,832.27,823.99,"3,798,658,710.00"
07.11.18,827.05,834.39,823.04,"3,858,701,950.00"
06.11.18,823.83,828.61,820.75,"3,423,425,904.00"
05.11.18,826.97,830.98,819.03,"3,274,720,782.00"
02.11.18,822.26,829.88,819.92,"4,060,863,669.00"
01.11.18,819.73,825.55,816.45,"4,172,996,887.00"
31.10.18,825.60,827.23,806.99,"5,035,870,320.00"
30.10.18,806.74,816.76,802.25,"4,021,200,961.00"
29.10.18,814.04,819.47,802.42,"3,721,570,327.00"
26.10.18,802.39,812.71,796.08,"4,622,356,122.00"
25.10.18,811.04,813.14,790.50,"5,537,395,153.00"
24.10.18,807.56,816.84,804.14,"4,684,565,957.00"
23.10.18,804.07,820.96,804.02,"5,197,215,222.00"
22.10.18,820.95,844.44,820.95,"3,638,485,400.00"
19.10.18,837.71,839.64,824.06,"4,366,358,407.00"
18.10.18,825.69,840.20,825.31,"5,114,990,426.00"
17.10.18,839.99,849.03,839.29,"3,632,593,540.00"
16.10.18,840.29,840.29,830.04,"3,758,298,538.00"
15.10.18,831.42,838.22,827.02,"3,772,950,458.00"
12.10.18,830.31,833.50,823.71,"4,164,104,357.00"
11.10.18,827.83,848.88,818.46,"6,247,455,503.00"
10.10.18,849.44,861.83,847.99,"4,864,000,331.00"
09.10.18,857.29,861.07,851.76,"4,167,306,888.00"
08.10.18,853.45,860.97,849.65,"4,013,384,505.00"
05.10.18,859.42,867.85,858.59,"4,109,248,706.00"
04.10.18,861.84,873.18,861.78,"4,336,211,032.00"
03.10.18,870.72,881.06,869.78,"4,144,060,903.00"
02.10.18,877.17,879.41,874.13,"4,059,142,363.00"
01.10.18,875.15,878.18,871.28,"3,610,260,204.00"
28.09.18,871.27,875.12,866.32,"3,681,472,524.00"
27.09.18,874.46,877.25,871.24,"2,868,679,291.00"
26.09.18,874.96,882.06,873.78,"3,640,827,983.00"
25.09.18,881.01,881.08,865.40,"5,160,177,051.00"
24.09.18,865.37,865.50,855.17,"3,805,052,161.00"
21.09.18,855.42,857.22,850.26,"5,884,349,486.00"
20.09.18,850.32,853.21,845.28,"3,976,858,053.00"
19.09.18,845.18,849.48,843.73,"3,282,389,448.00"
18.09.18,847.41,848.54,840.35,"3,732,722,885.00"
17.09.18,843.59,844.43,838.04,"2,490,606,823.00"
14.09.18,840.66,843.47,839.00,"2,991,758,647.00"
13.09.18,838.96,842.29,838.60,"2,901,707,563.00"
12.09.18,839.58,842.72,834.67,"3,581,857,783.00"
11.09.18,834.57,835.91,830.58,"3,341,974,000.00"
10.09.18,832.63,835.35,828.19,"2,932,415,792.00"
07.09.18,828.41,837.18,822.68,"3,702,753,579.00"
06.09.18,834.12,839.16,832.42,"3,742,845,228.00"
05.09.18,832.65,838.89,831.94,"3,874,071,102.00"
04.09.18,839.79,843.11,837.29,"2,887,420,801.00"
03.09.18,842.87,845.05,839.28,"2,418,621,648.00"
31.08.18,840.23,845.94,840.23,"4,178,317,455.00"
30.08.18,845.60,849.87,842.58,"2,797,742,912.00"
29.08.18,849.18,850.11,844.98,"2,830,276,263.00"
28.08.18,848.07,850.14,845.37,"3,177,290,800.00"
27.08.18,845.92,846.56,839.86,"2,126,916,962.00"
24.08.18,840.00,841.31,834.84,"3,033,451,988.00"
23.08.18,838.92,842.89,837.73,"3,092,533,835.00"
22.08.18,839.98,840.70,830.67,"3,654,275,008.00"
21.08.18,838.73,839.54,833.72,"2,976,238,152.00"
20.08.18,837.16,837.97,824.40,"3,073,705,512.00"
17.08.18,824.40,828.73,820.46,"3,067,198,864.00"
16.08.18,822.61,825.55,816.36,"3,128,325,554.00"
15.08.18,816.78,831.22,816.65,"3,178,051,675.00"
14.08.18,829.52,833.69,829.18,"3,006,549,145.00"
13.08.18,830.77,831.28,824.20,"2,497,991,454.00"
10.08.18,830.56,841.20,829.98,"3,187,642,277.00"
09.08.18,841.21,841.70,836.42,"3,036,775,785.00"
08.08.18,839.25,840.20,836.69,"2,985,483,233.00"
07.08.18,837.73,837.73,825.06,"3,043,008,701.00"
06.08.18,824.55,828.94,823.23,"2,477,540,998.00"
03.08.18,823.36,827.50,822.52,"3,268,985,724.00"
02.08.18,823.44,826.51,819.17,"3,541,144,156.00"
01.08.18,825.77,829.55,823.08,"3,457,694,577.00"
31.07.18,827.84,829.57,822.13,"4,782,804,938.00"
30.07.18,822.39,825.10,821.29,"2,403,116,660.00"
27.07.18,823.75,823.75,814.39,"2,679,937,724.00"
26.07.18,814.39,820.08,814.39,"3,104,835,000.00"
25.07.18,817.37,818.06,813.84,"3,413,079,008.00"
24.07.18,814.44,815.36,809.65,"3,077,678,881.00"
23.07.18,810.54,814.10,806.61,"2,621,374,061.00"
20.07.18,808.31,808.82,803.94,"3,241,551,967.00"
19.07.18,806.91,808.71,801.49,"3,205,754,359.00"
18.07.18,805.63,806.55,802.10,"3,379,822,488.00"
17.07.18,803.00,809.61,798.44,"4,285,510,648.00"
16.07.18,801.46,808.99,801.46,"3,267,258,914.00"
13.07.18,808.09,819.71,806.15,"4,300,611,513.00"
12.07.18,818.23,826.65,815.15,"4,282,462,659.00"
11.07.18,826.56,833.47,822.33,"3,184,244,615.00"
10.07.18,833.58,834.42,824.18,"3,477,417,977.00"
09.07.18,824.06,824.25,812.85,"3,029,186,559.00"
06.07.18,812.79,818.52,810.98,"3,218,147,950.00"
05.07.18,817.98,821.13,813.07,"3,762,973,836.00"
04.07.18,814.48,816.44,809.74,"2,309,976,286.00"
03.07.18,812.52,815.24,806.05,"3,329,464,895.00"
02.07.18,807.33,813.69,803.35,"2,896,214,196.00"
29.06.18,813.68,819.01,810.00,"4,620,725,695.00"
28.06.18,809.93,817.74,809.70,"3,587,165,386.00"
27.06.18,815.51,817.17,801.41,"3,888,749,502.00"
26.06.18,803.92,807.48,801.39,"3,286,735,979.00"
25.06.18,801.91,814.30,801.80,"2,943,417,379.00"
22.06.18,813.64,814.23,800.40,"4,148,590,154.00"
21.06.18,803.74,814.25,803.70,"3,690,402,503.00"
20.06.18,812.66,820.70,811.85,"3,644,993,565.00"
19.06.18,816.50,818.97,812.03,"4,000,639,456.00"
18.06.18,818.95,825.43,815.95,"3,778,247,705.00"
15.06.18,825.45,828.28,821.40,"6,069,366,119.00"
14.06.18,826.67,827.33,819.35,"4,127,949,567.00"
13.06.18,823.73,829.20,823.26,"3,820,431,886.00"
12.06.18,826.64,830.92,824.75,"3,904,343,750.00"
11.06.18,828.87,829.31,822.40,"3,606,359,767.00"
08.06.18,822.02,823.60,815.20,"3,712,002,919.00"
07.06.18,819.02,819.84,809.97,"4,235,682,586.00"
06.06.18,809.13,814.02,805.49,"3,497,899,950.00"
05.06.18,805.43,812.01,804.39,"3,565,302,165.00"
04.06.18,809.06,812.11,806.30,"2,920,106,399.00"
01.06.18,807.30,810.13,802.45,"3,590,553,468.00"
31.05.18,802.67,808.26,799.62,"9,721,117,928.00"
30.05.18,799.61,801.95,791.14,"3,862,879,512.00"
29.05.18,796.03,797.89,786.40,"3,948,510,302.00"
28.05.18,797.21,804.22,790.40,"2,209,323,878.00"
25.05.18,794.01,806.16,793.14,"4,418,589,476.00"
24.05.18,804.01,813.49,803.02,"4,584,212,234.00"
23.05.18,810.37,819.21,808.04,"4,458,031,652.00"
22.05.18,819.25,826.94,817.19,"5,044,326,784.00"
18.05.18,823.63,825.10,816.97,"5,544,789,541.00"
16.05.18,816.84,818.06,810.17,"4,736,294,791.00"
15.05.18,812.46,814.17,806.32,"4,921,099,232.00"
14.05.18,807.25,811.25,804.64,"3,390,407,782.00"
11.05.18,810.35,816.25,809.39,"4,376,276,497.00"
09.05.18,811.43,815.06,806.74,"5,030,866,751.00"
08.05.18,807.31,807.31,801.00,"4,443,577,153.00"
07.05.18,805.36,805.36,796.19,"3,345,145,228.00"
04.05.18,796.63,799.77,794.82,"4,267,740,970.00"
03.05.18,796.91,804.03,796.88,"3,721,782,997.00"
02.05.18,802.57,802.57,793.16,"5,330,787,905.00"
30.04.18,793.99,797.14,790.53,"4,515,347,072.00"
27.04.18,797.06,803.79,796.08,"3,960,916,783.00"
26.04.18,797.80,799.29,774.15,"6,961,926,431.00"
25.04.18,774.28,784.10,773.03,"6,002,236,216.00"
24.04.18,784.12,788.80,781.56,"4,778,590,507.00"
23.04.18,783.00,787.79,778.25,"4,324,333,204.00"
20.04.18,778.22,784.01,777.54,"4,371,815,466.00"
19.04.18,783.17,789.30,781.73,"4,894,106,568.00"
18.04.18,781.74,784.25,770.20,"5,768,061,602.00"
17.04.18,770.76,771.65,767.40,"4,130,804,941.00"
16.04.18,770.74,773.33,766.66,"4,010,818,466.00"
13.04.18,772.74,774.38,769.00,"5,187,934,378.00"
12.04.18,768.86,769.50,763.42,"6,294,743,858.00"
11.04.18,766.23,766.61,760.26,"5,369,815,022.00"
10.04.18,764.43,764.43,748.74,"5,382,133,843.00"
09.04.18,748.66,750.09,744.75,"3,956,113,074.00"
06.04.18,746.82,750.92,743.38,"3,738,115,331.00"
05.04.18,750.89,750.89,734.28,"3,748,803,172.00"
04.04.18,734.21,747.33,729.13,"4,574,637,365.00"
03.04.18,743.80,747.51,729.27,"5,426,922,764.00"
28.03.18,736.13,737.53,728.28,"2,636,373,324.00"
27.03.18,737.57,739.27,730.84,"3,169,009,377.00"
26.03.18,730.63,734.78,729.47,"2,900,581,150.00"
23.03.18,732.01,733.16,715.92,"3,955,618,384.00"
22.03.18,726.46,736.72,725.88,"3,702,597,338.00"
21.03.18,736.72,736.76,728.76,"3,483,656,062.00"
20.03.18,733.22,733.98,728.48,"3,174,006,277.00"
19.03.18,729.10,738.27,729.01,"2,973,734,084.00"
16.03.18,737.95,738.78,734.40,"5,712,546,129.00"
15.03.18,737.51,745.63,735.96,"3,283,608,584.00"
14.03.18,741.60,750.20,741.60,"3,366,650,102.00"
13.03.18,747.77,752.89,747.75,"3,548,223,419.00"
12.03.18,748.68,753.80,747.79,"3,435,646,097.00"
09.03.18,749.36,749.68,743.27,"3,109,920,765.00"
08.03.18,747.30,748.34,743.32,"3,172,654,383.00"
07.03.18,744.72,749.89,742.73,"3,542,118,601.00"
06.03.18,749.90,749.90,735.40,"3,827,571,177.00"
05.03.18,735.11,735.74,726.88,"2,944,360,203.00"
02.03.18,727.30,742.11,727.30,"3,733,645,347.00"
01.03.18,742.24,751.13,737.86,"3,749,156,209.00"
28.02.18,751.32,752.95,745.13,"3,637,710,088.00"
27.02.18,750.56,753.09,748.19,"3,417,818,655.00"
26.02.18,751.90,759.27,751.66,"2,926,478,721.00"
23.02.18,754.35,754.49,743.80,"3,584,912,491.00"
22.02.18,743.75,745.59,733.74,"3,491,113,034.00"
21.02.18,743.80,743.80,736.90,"4,161,861,436.00"
20.02.18,741.76,742.18,737.98,"3,062,975,013.00"
19.02.18,739.27,745.99,739.22,"2,481,712,063.00"
16.02.18,742.18,742.18,734.18,"3,685,438,570.00"
15.02.18,734.00,740.43,726.97,"4,400,457,122.00"
14.02.18,726.97,736.73,720.60,"4,211,380,161.00"
13.02.18,732.38,734.77,727.78,"3,985,273,655.00"
12.02.18,731.31,734.24,721.63,"3,832,644,118.00"
09.02.18,721.54,729.60,713.65,"5,220,892,847.00"
08.02.18,729.67,734.74,725.82,"5,627,244,846.00"
07.02.18,733.22,735.12,718.81,"5,379,977,158.00"
06.02.18,718.76,735.39,707.42,"6,009,132,180.00"
05.02.18,735.48,739.11,727.94,"3,986,252,361.00"
02.02.18,739.38,750.38,737.84,"4,235,829,983.00"
01.02.18,746.39,748.98,738.52,"3,827,651,006.00"
31.01.18,738.49,745.99,736.21,"3,903,837,676.00"
30.01.18,736.89,746.99,735.37,"4,021,011,236.00"
29.01.18,746.99,754.58,746.99,"3,255,937,012.00"
26.01.18,751.90,756.37,751.39,"3,750,040,829.00"
25.01.18,755.87,763.96,754.21,"3,448,663,275.00"
24.01.18,763.37,767.77,762.48,"3,433,235,391.00"
23.01.18,766.12,770.40,764.61,"3,667,290,622.00"
22.01.18,767.58,767.58,761.13,"3,029,054,884.00"
19.01.18,761.58,763.63,756.47,"4,053,223,839.00"
18.01.18,760.20,763.44,759.48,"3,620,897,522.00"
17.01.18,762.70,766.22,760.14,"4,040,322,936.00"
16.01.18,766.72,769.23,764.90,"3,456,802,548.00"
15.01.18,766.43,769.42,764.24,"2,893,718,941.00"
12.01.18,765.94,767.33,762.08,"3,834,616,180.00"
11.01.18,766.33,768.40,762.39,"3,809,699,158.00"
10.01.18,766.88,767.71,762.41,"3,739,229,520.00"
09.01.18,766.75,770.17,761.61,"3,865,224,741.00"
08.01.18,761.58,763.80,758.04,"3,371,386,194.00"
05.01.18,760.51,760.51,753.93,"4,125,052,960.00"
04.01.18,754.48,754.49,747.21,"4,065,580,265.00"
03.01.18,745.73,748.15,743.89,"3,532,290,208.00"
02.01.18,743.88,748.08,740.40,"2,621,706,646.00"
29.12.17,742.80,748.92,742.80,"1,805,342,546.00"
28.12.17,747.22,748.16,742.07,"1,757,860,719.00"
27.12.17,744.59,744.59,737.54,"2,044,956,097.00"
22.12.17,737.56,741.71,737.08,"2,096,816,942.00"
21.12.17,738.48,738.48,729.93,"3,325,430,809.00"
20.12.17,729.98,732.50,728.82,"3,217,532,353.00"
19.12.17,731.37,,,
18.12.17,730.74,730.74,721.98,"3,018,008,628.00"
15.12.17,721.98,728.96,721.05,"4,615,514,161.00"
14.12.17,726.26,729.11,724.21,"3,944,013,808.00"
13.12.17,729.41,733.10,729.41,"3,688,488,267.00"
12.12.17,732.69,732.69,724.36,"4,136,300,580.00"
11.12.17,724.16,724.56,716.78,"3,633,884,177.00"
08.12.17,718.72,720.19,715.43,"3,563,631,676.00"
07.12.17,714.56,720.33,714.05,"3,257,156,328.00"
06.12.17,719.23,724.80,717.12,"3,176,200,479.00"
05.12.17,724.77,733.42,724.10,"3,432,144,317.00"
04.12.17,733.47,735.66,731.16,"3,367,033,841.00"
01.12.17,730.90,730.98,723.74,"3,561,278,846.00"
30.11.17,729.52,731.23,720.58,"6,644,415,610.00"
29.11.17,728.50,731.07,726.84,"3,115,412,599.00"
28.11.17,727.18,727.47,723.00,"3,049,157,229.00"
27.11.17,725.50,733.87,725.38,"2,666,641,277.00"
24.11.17,732.88,737.03,731.74,"2,618,468,533.00"
23.11.17,736.58,739.26,733.38,"2,154,129,297.00"
22.11.17,739.28,740.26,735.96,"3,420,182,393.00"
21.11.17,739.67,739.69,731.24,"3,285,790,094.00"
20.11.17,732.05,732.32,725.86,"2,697,191,930.00"
17.11.17,728.27,735.83,726.91,"3,285,233,819.00"
16.11.17,734.63,735.03,727.92,"3,977,943,237.00"
15.11.17,727.85,733.06,726.16,"4,162,350,933.00"
14.11.17,733.02,737.06,732.04,"3,291,437,112.00"
13.11.17,737.10,740.63,732.39,"3,125,642,239.00"
10.11.17,738.17,742.19,736.62,"3,637,746,059.00"
09.11.17,740.30,751.04,737.86,"4,877,095,026.00"
08.11.17,750.98,750.98,746.24,"4,332,561,006.00"
07.11.17,749.33,751.88,748.11,"4,231,724,896.00"
06.11.17,747.94,769.52,733.99,"3,180,473,315.00"
03.11.17,745.66,746.10,741.95,"3,480,873,102.00"
02.11.17,741.86,748.33,740.11,"3,682,838,201.00"
01.11.17,748.32,749.54,740.09,"3,943,958,873.00"
31.10.17,739.93,744.21,739.77,"3,367,358,938.00"
30.10.17,743.19,743.19,732.52,"4,027,213,376.00"
27.10.17,734.64,735.67,728.90,"4,092,453,033.00"
26.10.17,728.85,732.98,724.83,"5,047,023,582.00"
25.10.17,732.00,733.43,723.71,"4,302,787,659.00"
24.10.17,724.46,726.56,722.92,"3,349,025,415.00"
23.10.17,726.08,728.66,725.33,"2,532,630,857.00"
20.10.17,727.53,727.55,719.96,"3,844,953,105.00"
19.10.17,719.80,724.59,717.69,"3,840,156,741.00"
18.10.17,720.12,721.52,717.24,"2,814,843,112.00"
17.10.17,719.74,723.27,718.07,"3,012,993,159.00"
16.10.17,722.42,724.78,721.88,"2,779,191,635.00"
13.10.17,723.50,724.00,718.79,"2,941,098,463.00"
12.10.17,720.86,721.70,716.27,"2,687,269,586.00"
11.10.17,718.61,720.37,715.43,"3,855,379,260.00"
10.10.17,717.84,719.62,713.48,"2,535,301,396.00"
09.10.17,715.02,716.70,713.14,"2,346,124,248.00"
06.10.17,714.02,720.72,712.92,"2,586,018,514.00"
05.10.17,719.41,720.01,713.15,"2,909,712,753.00"
04.10.17,714.04,719.12,713.56,"3,039,761,397.00"
03.10.17,718.96,719.66,715.32,"2,691,496,220.00"
02.10.17,715.30,718.00,713.14,"3,329,046,370.00"
29.09.17,713.68,714.81,708.76,"3,446,466,621.00"
28.09.17,713.42,713.92,708.97,"3,255,737,333.00"
27.09.17,709.78,709.79,705.42,"3,102,488,381.00"
26.09.17,705.09,709.02,703.74,"3,569,312,342.00"
25.09.17,707.89,708.14,701.56,"3,242,841,073.00"
22.09.17,702.98,703.48,699.50,"2,819,687,989.00"
21.09.17,702.32,702.32,695.21,"3,504,912,838.00"
20.09.17,695.38,695.75,692.89,"2,611,212,609.00"
19.09.17,694.04,694.12,690.42,"2,318,329,595.00"
18.09.17,692.90,694.98,689.13,"2,690,484,484.00"
15.09.17,688.98,693.34,688.78,"3,639,353,513.00"
14.09.17,692.78,693.75,689.81,"3,323,866,481.00"
13.09.17,691.87,692.40,685.44,"3,254,519,513.00"
12.09.17,686.62,687.10,682.46,"3,085,855,397.00"
11.09.17,682.47,682.58,675.70,"2,413,815,139.00"
08.09.17,675.77,678.32,674.47,"2,918,146,386.00"
07.09.17,677.39,679.99,675.48,"3,601,566,442.00"
06.09.17,675.43,678.64,672.66,"3,101,981,420.00"
05.09.17,678.64,679.66,674.18,"2,918,092,724.00"
04.09.17,675.39,676.36,671.86,"2,109,456,504.00"
01.09.17,676.46,676.60,669.64,"2,905,865,870.00"
31.08.17,669.91,670.47,660.08,"4,999,720,365.00"
30.08.17,660.97,661.15,654.57,"2,731,782,879.00"
29.08.17,654.53,659.87,649.41,"3,053,818,695.00"
28.08.17,659.97,661.82,658.25,"1,919,519,182.00"
25.08.17,661.90,663.89,659.52,"2,805,848,474.00"
24.08.17,662.12,663.14,656.55,"3,058,257,729.00"
23.08.17,659.63,662.44,658.58,"2,541,904,132.00"
22.08.17,661.14,661.37,655.62,"2,598,063,897.00"
21.08.17,655.72,661.42,654.64,"2,758,487,377.00"
18.08.17,655.81,656.69,652.43,"2,533,101,385.00"
17.08.17,656.37,665.36,656.37,"2,791,530,387.00"
16.08.17,665.47,665.66,659.29,"2,923,250,629.00"
15.08.17,659.24,664.29,658.46,"2,945,267,358.00"
14.08.17,664.08,664.59,656.96,"2,380,429,012.00"
11.08.17,656.80,663.72,654.67,"2,978,232,399.00"
10.08.17,663.78,669.54,663.58,"2,485,319,260.00"
09.08.17,669.74,672.03,666.30,"2,994,750,837.00"
08.08.17,669.93,670.92,666.60,"2,341,858,330.00"
07.08.17,670.06,670.23,665.30,"2,545,155,274.00"
04.08.17,665.51,666.20,662.79,"2,517,204,063.00"
03.08.17,663.73,664.75,659.46,"2,743,383,695.00"
02.08.17,663.37,665.00,660.09,"3,051,289,816.00"
01.08.17,665.01,666.21,660.08,"3,295,542,421.00"
31.07.17,660.35,663.68,659.67,"3,099,991,974.00"
28.07.17,662.55,662.55,656.77,"2,872,765,514.00"
27.07.17,661.98,666.93,660.91,"3,377,774,576.00"
26.07.17,662.15,662.62,653.28,"3,122,178,710.00"
25.07.17,653.28,655.19,647.96,"2,872,905,104.00"
24.07.17,652.01,653.11,648.69,"2,403,143,488.00"
21.07.17,650.92,661.02,649.21,"2,757,600,725.00"
20.07.17,661.09,662.39,654.90,"3,251,728,448.00"
19.07.17,654.96,655.18,650.69,"2,662,575,534.00"
18.07.17,652.13,656.19,651.07,"3,458,815,143.00"
17.07.17,655.43,656.81,647.03,"3,515,156,389.00"
14.07.17,647.02,649.18,645.03,"3,319,243,340.00"
13.07.17,647.89,648.66,641.90,"3,945,553,990.00"
12.07.17,642.87,642.87,627.89,"3,770,839,102.00"
11.07.17,628.61,630.59,625.21,"2,846,903,563.00"
10.07.17,628.52,628.62,622.88,"2,419,120,288.00"
07.07.17,622.81,627.90,622.42,"2,566,147,358.00"
06.07.17,628.07,632.57,626.33,"2,982,991,386.00"
05.07.17,628.28,634.71,627.67,"2,485,330,613.00"
04.07.17,634.63,635.43,631.09,"2,091,147,764.00"
03.07.17,632.12,632.21,625.42,"2,739,057,497.00"
30.06.17,625.42,626.00,620.92,"3,485,759,803.00"
29.06.17,622.00,631.29,621.75,"3,235,455,462.00"
28.06.17,625.23,625.23,618.27,"3,580,661,632.00"
27.06.17,620.96,622.21,618.20,"2,746,765,457.00"
26.06.17,620.06,625.30,619.80,"2,529,684,786.00"
23.06.17,619.88,622.42,617.70,"2,595,476,429.00"
22.06.17,620.58,626.97,618.91,"3,225,587,609.00"
21.06.17,627.23,630.73,624.09,"3,467,100,549.00"
20.06.17,630.73,636.02,630.28,"2,975,155,201.00"
19.06.17,632.73,633.07,626.96,"2,142,075,124.00"
16.06.17,626.88,628.35,623.95,"3,656,947,154.00"
15.06.17,624.55,635.56,623.03,"3,612,699,725.00"
14.06.17,635.70,640.69,635.33,"2,797,777,399.00"
13.06.17,638.04,641.81,636.28,"2,911,496,456.00"
12.06.17,640.77,640.84,632.51,"2,717,803,750.00"
09.06.17,634.15,634.40,628.95,"2,550,015,944.00"
08.06.17,632.56,639.04,630.75,"3,043,707,390.00"
07.06.17,639.17,641.13,634.09,"2,981,359,130.00"
06.06.17,635.58,637.79,631.88,"2,504,684,368.00"
02.06.17,637.77,642.29,636.39,"2,543,748,454.00"
01.06.17,639.89,642.43,637.29,"2,972,717,102.00"
31.05.17,636.97,645.70,636.96,"5,162,618,521.00"
30.05.17,645.70,646.85,641.90,"2,624,835,238.00"
29.05.17,646.39,647.22,644.07,"1,379,468,786.00"
26.05.17,645.87,653.45,644.08,"3,122,939,625.00"
24.05.17,653.53,653.54,649.17,"2,760,343,745.00"
23.05.17,649.84,652.58,648.06,"2,561,530,185.00"
22.05.17,652.57,655.14,649.85,"2,385,472,639.00"
19.05.17,652.22,652.38,642.18,"3,805,531,815.00"
18.05.17,642.21,655.54,638.13,"5,014,097,200.00"
16.05.17,657.13,657.17,651.20,"3,328,886,444.00"
15.05.17,653.15,654.41,648.69,"3,041,896,258.00"
12.05.17,648.55,649.65,646.19,"3,014,275,781.00"
11.05.17,646.04,651.63,645.27,"3,941,989,741.00"
10.05.17,646.67,647.59,643.22,"3,665,626,034.00"
09.05.17,646.78,647.04,639.53,"3,973,748,233.00"
08.05.17,639.75,639.75,633.48,"3,260,269,709.00"
05.05.17,636.74,637.28,621.92,"4,400,303,376.00"
04.05.17,625.68,634.58,624.58,"3,919,851,099.00"
03.05.17,629.14,630.70,626.01,"2,971,945,059.00"
02.05.17,630.37,630.37,622.51,"3,723,535,880.00"
28.04.17,623.66,626.65,621.96,"3,998,764,242.00"
27.04.17,625.48,628.65,623.65,"3,716,260,915.00"
26.04.17,625.48,627.07,622.56,"3,442,791,549.00"
25.04.17,625.81,625.81,618.94,"3,173,190,855.00"
24.04.17,619.05,621.01,611.29,"3,229,114,047.00"
21.04.17,611.29,614.39,609.43,"3,251,782,749.00"
20.04.17,611.92,612.55,608.70,"3,203,857,334.00"
19.04.17,611.53,615.19,610.50,"2,820,302,137.00"
18.04.17,615.08,629.00,613.06,"4,290,733,167.00"
12.04.17,626.32,627.59,623.08,"1,698,330,679.00"
11.04.17,622.99,624.71,621.92,"2,265,895,426.00"
10.04.17,624.61,624.61,621.99,"1,968,397,874.00"
07.04.17,622.47,624.67,619.78,"2,754,271,094.00"
06.04.17,622.02,623.63,614.50,"3,109,269,326.00"
05.04.17,623.29,623.46,617.05,"3,021,721,003.00"
04.04.17,617.05,622.61,615.82,"2,625,369,626.00"
03.04.17,622.46,624.70,618.48,"2,774,176,075.00"
31.03.17,618.27,623.56,615.99,"3,604,157,628.00"
30.03.17,622.73,622.73,617.26,"2,684,556,971.00"
29.03.17,617.26,620.60,615.22,"2,804,302,246.00"
28.03.17,615.98,616.33,609.19,"2,876,718,827.00"
27.03.17,609.92,622.45,607.69,"3,220,216,737.00"
24.03.17,622.48,623.96,621.01,"2,699,387,643.00"
23.03.17,623.29,624.62,620.04,"2,865,495,312.00"
22.03.17,623.89,632.30,621.10,"3,096,518,513.00"
21.03.17,632.42,637.54,631.74,"2,806,947,674.00"
20.03.17,632.61,633.97,630.23,"2,209,256,413.00"
17.03.17,632.98,636.12,631.93,"3,713,632,623.00"
16.03.17,632.56,637.11,628.12,"3,523,305,634.00"
15.03.17,627.40,629.01,624.04,"3,209,215,306.00"
14.03.17,624.07,631.76,622.19,"3,648,433,206.00"
13.03.17,629.87,630.33,626.47,"2,873,530,657.00"
10.03.17,628.43,630.15,619.74,"3,146,713,380.00"
09.03.17,619.74,621.11,613.85,"4,011,938,492.00"
