OBX,Last,High,Low,Official turnover (NOK)
19.04.13,429.5979,430.7496,424.7754,"2,675,342,082.00"
18.04.13,424.7432,426.9307,420.7872,"3,188,964,756.00"
17.04.13,420.9675,429.2369,420.9675,"2,675,010,565.00"
16.04.13,426.6718,427.3199,422.477,"2,922,004,026.00"
15.04.13,426.9753,434.1021,426.6023,"2,669,971,900.00"
12.04.13,433.374,436.5324,432.7695,"2,233,633,343.00"
11.04.13,436.4022,438.62,435.4182,"2,173,936,384.00"
10.04.13,435.397,435.4036,431.199,"2,561,288,276.00"
09.04.13,431.197,433.3247,429.8796,"2,159,767,405.00"
08.04.13,429.6879,430.5475,426.4142,"1,856,299,108.00"
05.04.13,426.3578,435.578,425.0808,"2,847,924,436.00"
04.04.13,433.983,438.9919,433.6105,"2,718,954,046.00"
03.04.13,438.9828,441.1074,436.4189,"2,514,918,664.00"
02.04.13,437.851,438.7874,433.1178,"3,253,094,076.00"
27.03.13,434.2144,437.3942,433.2752,"1,344,174,435.00"
26.03.13,435.5472,437.195,433.8347,"1,904,123,325.00"
25.03.13,434.7067,441.5086,434.7048,"2,046,837,081.00"
22.03.13,438.2037,439.4453,436.0856,"2,789,882,008.00"
21.03.13,437.7422,441.8886,436.1741,"2,693,393,949.00"
20.03.13,439.5017,443.8053,438.8908,"2,665,136,862.00"
19.03.13,441.3725,444.5263,441.3506,"2,274,716,766.00"
18.03.13,442.7493,443.5552,437.4981,"2,593,311,233.00"
15.03.13,443.6908,446.8284,442.3308,"4,722,852,832.00"
14.03.13,445.0831,445.0831,441.0798,"2,961,921,899.00"
13.03.13,441.6559,444.3475,441.3738,"2,436,679,199.00"
12.03.13,443.5755,445.0472,440.5589,"2,715,324,666.00"
11.03.13,441.9319,442.1843,439.4764,"2,447,955,748.00"
08.03.13,441.6752,443.5401,438.8467,"2,301,321,020.00"
07.03.13,438.8308,442.501,438.8308,"2,464,438,125.00"
06.03.13,440.3297,443.0405,440.3142,"2,384,796,199.00"
05.03.13,441.8056,441.9811,435.7089,"3,298,777,206.00"
04.03.13,434.9061,435.9642,431.9537,"2,290,311,715.00"
01.03.13,434.3818,437.8987,433.9401,"2,447,134,965.00"
28.02.13,435.5828,438.6471,435.5015,"2,942,110,423.00"
27.02.13,435.5162,437.8661,433.7049,"2,565,720,383.00"
26.02.13,435.0174,437.5799,430.4185,"2,291,226,045.00"
25.02.13,437.9289,438.7672,434.647,"2,265,990,086.00"
22.02.13,434.6199,436.3437,432.4302,"2,953,379,376.00"
21.02.13,433.3494,439.2377,432.2426,"3,072,414,294.00"
20.02.13,439.5204,439.9096,437.2225,"2,261,179,950.00"
19.02.13,438.3981,438.5412,434.4622,"2,249,487,076.00"
18.02.13,434.5046,435.0594,432.9179,"1,813,110,333.00"
15.02.13,434.7454,435.168,432.7434,"3,336,319,012.00"
14.02.13,433.8406,436.7113,433.5807,"3,202,152,739.00"
13.02.13,435.7677,435.9499,433.3017,"3,537,255,849.00"
12.02.13,434.79,435.3918,431.6102,"3,206,864,466.00"
11.02.13,431.886,435.7186,431.886,"2,462,480,933.00"
08.02.13,435.8296,435.9107,432.6392,"3,126,100,849.00"
07.02.13,432.7383,435.2432,427.5918,"4,013,475,732.00"
06.02.13,427.6346,433.6305,427.6344,"2,676,357,798.00"
05.02.13,431.0981,432.1955,427.749,"2,410,986,039.00"
04.02.13,432.4965,436.3758,431.9424,"2,395,930,912.00"
01.02.13,434.5495,434.5495,428.2444,"2,553,264,806.00"
31.01.13,429.8466,432.2888,429.8466,"2,753,587,836.00"
30.01.13,431.5352,432.5836,429.7165,"3,607,531,426.00"
29.01.13,432.1443,432.734,431.1416,"1,976,094,910.00"
28.01.13,431.0996,435.5887,431.0996,"2,243,166,529.00"
25.01.13,435.1237,436.3771,432.0297,"2,390,139,274.00"
24.01.13,433.0727,434.0761,431.2566,"2,451,817,642.00"
23.01.13,432.6562,432.6873,427.6009,"2,447,888,512.00"
22.01.13,429.2642,432.372,428.4777,"2,403,546,433.00"
21.01.13,432.0428,432.5177,430.9936,"1,510,480,090.00"
18.01.13,432.0606,433.5467,429.7296,"2,675,029,222.00"
17.01.13,431.0102,431.1339,426.1701,"3,065,982,799.00"
16.01.13,426.5821,426.7929,422.5893,"2,862,066,255.00"
15.01.13,424.1753,425.7388,422.4516,"2,468,063,900.00"
14.01.13,425.1045,426.3555,423.1761,"2,365,246,317.00"
11.01.13,423.1509,425.7151,422.3814,"2,228,009,969.00"
10.01.13,424.051,425.2863,422.9957,"2,527,660,588.00"
09.01.13,423.4472,424.215,421.3206,"2,338,274,199.00"
08.01.13,421.4599,422.968,419.3849,"2,570,559,637.00"
07.01.13,419.4929,424.0899,418.7102,"1,994,447,770.00"
04.01.13,422.4973,422.537,419.6556,"2,391,649,571.00"
03.01.13,420.9745,420.9745,419.1203,"2,205,389,298.00"
02.01.13,419.9942,420.0138,410.5815,"2,291,054,597.00"
28.12.12,410.302,415.6328,409.484,"1,491,667,557.00"
27.12.12,413.9502,415.6622,413.8684,"1,172,281,759.00"
21.12.12,414.8087,414.9765,410.0232,"2,456,779,285.00"
20.12.12,413.063,416.2955,413.0402,"2,662,913,422.00"
19.12.12,416.3549,418.0196,413.1009,"3,014,664,441.00"
18.12.12,413.0435,414.1731,411.6059,"2,736,693,815.00"
17.12.12,411.3823,413.4375,409.24,"2,156,223,704.00"
14.12.12,413.2659,415.7556,412.1717,"1,970,690,971.00"
13.12.12,413.9566,415.8375,413.3624,"2,272,127,737.00"
12.12.12,415.643,416.6709,412.5273,"2,309,508,891.00"
11.12.12,413.6662,413.7433,409.083,"2,151,151,892.00"
10.12.12,410.1205,410.9274,408.7046,"1,557,745,291.00"
07.12.12,410.2419,411.6162,408.2735,"1,816,145,152.00"
06.12.12,410.7386,410.7386,405.202,"2,160,450,758.00"
05.12.12,406.027,409.3097,405.9985,"2,282,586,564.00"
04.12.12,406.2529,411.2446,405.2629,"2,432,325,138.00"
03.12.12,411.2446,413.7494,410.3844,"2,027,055,620.00"
30.11.12,411.1223,411.9754,409.5206,"3,519,619,092.00"
29.11.12,410.752,410.9279,403.2945,"2,409,477,220.00"
28.11.12,403.2769,410.3254,402.0796,"2,661,822,930.00"
27.11.12,410.3328,412.9366,409.7351,"2,246,070,524.00"
26.11.12,410.0122,413.3888,409.3099,"1,920,922,862.00"
23.11.12,413.424,413.989,411.5312,"1,500,700,266.00"
22.11.12,413.7777,413.7875,409.219,"1,938,273,676.00"
21.11.12,409.204,410.3249,407.9722,"1,980,708,388.00"
20.11.12,410.0757,410.0757,407.4326,"2,050,911,047.00"
19.11.12,409.5509,409.7057,400.4616,"2,841,369,637.00"
16.11.12,400.0541,401.8444,398.4401,"2,589,867,061.00"
15.11.12,401.2031,403.2624,400.6418,"2,683,444,766.00"
14.11.12,403.3137,404.3394,401.5536,"1,960,559,276.00"
13.11.12,402.2236,405.0759,399.5105,"2,045,124,007.00"
12.11.12,405.1643,407.0364,404.3102,"1,696,265,774.00"
09.11.12,404.98,406.93,400.84,"2,623,920,489.00"
08.11.12,405.90,409.79,405.60,"2,182,142,188.00"
07.11.12,408.27,414.06,408.00,"2,468,874,589.00"
06.11.12,411.19,411.92,409.57,"2,063,710,240.00"
05.11.12,409.57,411.90,407.92,"2,180,650,587.00"
02.11.12,411.90,415.78,411.76,"3,202,639,072.00"
01.11.12,414.41,414.48,409.12,"3,077,530,452.00"
31.10.12,410.64,414.97,410.16,"2,704,629,516.00"
30.10.12,411.70,413.80,410.46,"1,486,738,595.00"
29.10.12,410.64,410.96,408.73,"1,559,560,630.00"
26.10.12,410.04,413.86,408.21,"3,189,026,987.00"
25.10.12,413.58,413.86,408.75,"3,160,104,948.00"
24.10.12,408.85,410.67,402.97,"3,365,852,455.00"
23.10.12,402.97,415.09,402.97,"2,907,035,979.00"
22.10.12,415.08,417.71,414.59,"2,099,528,373.00"
19.10.12,417.35,421.30,417.32,"2,588,801,771.00"
18.10.12,419.62,422.85,419.16,"2,657,422,452.00"
17.10.12,420.83,423.32,418.81,"2,831,291,848.00"
16.10.12,421.59,421.69,417.75,"2,379,281,097.00"
15.10.12,417.76,420.76,417.09,"2,303,515,350.00"
12.10.12,417.86,420.03,416.69,"2,093,125,810.00"
11.10.12,419.92,420.35,415.16,"2,141,852,293.00"
10.10.12,416.82,419.19,415.85,"1,872,191,853.00"
09.10.12,419.19,421.01,417.78,"2,155,778,138.00"
08.10.12,418.61,422.57,418.28,"1,820,516,187.00"
05.10.12,422.57,422.57,416.16,"2,569,308,310.00"
04.10.12,416.16,419.40,414.76,"2,717,074,810.00"
03.10.12,418.58,420.25,417.30,"2,379,886,245.00"
02.10.12,420.25,422.62,418.70,"2,263,217,739.00"
01.10.12,421.69,421.69,414.51,"2,526,065,923.00"
28.09.12,415.42,419.85,415.42,"2,855,886,967.00"
27.09.12,417.07,418.46,415.24,"3,237,072,019.00"
26.09.12,415.43,425.32,415.01,"2,994,110,519.00"
25.09.12,425.32,425.88,421.90,"2,374,255,622.00"
24.09.12,422.51,428.63,422.25,"2,606,973,845.00"
21.09.12,426.10,426.35,420.00,"3,052,245,648.00"
20.09.12,420.07,423.01,418.74,"3,586,633,048.00"
19.09.12,423.00,428.66,423.00,"3,008,649,919.00"
18.09.12,425.53,429.36,422.90,"3,096,579,422.00"
17.09.12,429.36,430.38,426.54,"3,002,026,409.00"
14.09.12,430.38,430.50,417.32,"4,846,108,652.00"
13.09.12,417.32,418.30,415.41,"2,602,346,808.00"
12.09.12,416.46,419.48,415.18,"3,245,976,364.00"
11.09.12,415.18,415.48,412.47,"2,260,352,610.00"
10.09.12,414.69,414.69,412.54,"1,889,039,249.00"
07.09.12,413.57,415.45,411.68,"2,716,653,693.00"
06.09.12,411.68,412.32,403.47,"3,072,774,212.00"
05.09.12,403.79,403.79,399.92,"2,870,164,998.00"
04.09.12,402.30,409.00,402.29,"1,909,540,967.00"
03.09.12,408.19,408.19,403.44,"1,597,999,579.00"
31.08.12,404.35,404.42,399.32,"2,436,410,055.00"
30.08.12,399.32,404.88,399.26,"2,111,157,964.00"
29.08.12,404.88,404.90,401.85,"1,762,636,465.00"
28.08.12,402.40,404.39,401.50,"1,990,404,448.00"
27.08.12,404.19,405.86,400.83,"1,584,340,511.00"
24.08.12,400.83,402.51,398.76,"1,815,190,815.00"
23.08.12,401.26,407.99,401.26,"2,056,913,532.00"
22.08.12,405.26,408.82,403.23,"2,302,298,881.00"
21.08.12,408.82,409.61,404.31,"2,106,519,172.00"
20.08.12,404.31,408.47,404.29,"1,961,010,853.00"
17.08.12,408.39,408.59,405.05,"2,234,436,329.00"
16.08.12,405.39,406.84,404.19,"2,306,263,571.00"
15.08.12,404.45,404.46,400.64,"1,739,803,506.00"
14.08.12,402.14,402.86,398.74,"2,092,236,722.00"
13.08.12,398.74,400.60,396.13,"1,764,662,779.00"
10.08.12,399.46,401.99,398.94,"1,817,761,664.00"
09.08.12,401.99,401.99,397.36,"2,606,118,046.00"
08.08.12,397.36,402.10,396.50,"1,983,384,079.00"
07.08.12,401.97,401.97,396.45,"2,195,992,903.00"
06.08.12,397.94,398.62,395.56,"1,787,068,438.00"
03.08.12,396.48,396.62,387.15,"2,462,277,196.00"
02.08.12,387.16,393.88,385.68,"2,919,066,605.00"
01.08.12,392.36,393.08,390.86,"1,885,613,380.00"
31.07.12,392.54,396.39,392.02,"2,566,963,021.00"
30.07.12,395.06,397.13,393.43,"2,234,257,473.00"
27.07.12,394.47,394.47,388.38,"2,536,026,239.00"
26.07.12,389.34,389.89,382.29,"3,302,094,200.00"
25.07.12,382.44,385.25,378.71,"2,642,396,206.00"
24.07.12,381.09,385.50,379.80,"2,302,446,956.00"
23.07.12,382.72,393.19,380.76,"2,866,401,104.00"
20.07.12,393.19,395.89,391.85,"2,364,506,209.00"
19.07.12,395.73,396.07,392.88,"2,339,818,149.00"
18.07.12,393.01,393.01,387.98,"2,472,465,402.00"
17.07.12,387.98,389.31,385.32,"2,768,161,301.00"
16.07.12,385.36,385.36,382.52,"1,765,982,126.00"
13.07.12,384.93,385.44,376.26,"2,594,335,157.00"
12.07.12,376.26,381.26,374.88,"2,316,179,791.00"
11.07.12,380.55,381.99,378.62,"2,178,520,538.00"
10.07.12,381.99,382.39,372.88,"2,789,515,321.00"
09.07.12,372.88,376.55,372.25,"2,140,258,553.00"
06.07.12,374.99,380.89,374.99,"2,139,283,421.00"
05.07.12,380.58,384.22,377.49,"3,150,356,854.00"
04.07.12,383.81,387.15,381.90,"1,866,636,997.00"
03.07.12,387.15,387.15,378.65,"2,995,969,506.00"
02.07.12,378.65,380.53,374.18,"2,947,643,450.00"
29.06.12,375.55,375.88,362.86,"3,690,564,967.00"
28.06.12,362.86,363.58,358.66,"3,270,505,280.00"
27.06.12,361.48,361.48,352.19,"3,341,930,958.00"
26.06.12,352.19,354.69,350.04,"3,221,601,250.00"
25.06.12,351.24,355.53,350.11,"3,258,858,562.00"
22.06.12,354.77,361.51,354.55,"3,714,711,261.00"
21.06.12,361.51,368.51,361.51,"3,730,134,460.00"
20.06.12,368.51,368.83,364.35,"3,188,930,804.00"
19.06.12,365.14,365.41,359.05,"2,694,824,592.00"
18.06.12,359.09,366.54,358.22,"2,436,551,244.00"
15.06.12,360.93,361.12,351.79,"3,834,856,054.00"
14.06.12,351.96,352.58,348.79,"2,785,899,795.00"
13.06.12,351.24,357.40,350.60,"2,990,856,093.00"
12.06.12,356.35,356.35,351.53,"2,673,352,539.00"
11.06.12,354.30,364.37,354.30,"2,610,259,653.00"
08.06.12,356.47,358.03,351.56,"2,635,802,994.00"
07.06.12,358.03,360.72,353.93,"3,513,763,068.00"
06.06.12,354.98,354.98,344.73,"3,460,946,024.00"
05.06.12,344.73,347.89,341.87,"2,270,303,832.00"
04.06.12,342.22,346.99,339.77,"2,616,622,054.00"
01.06.12,346.99,355.76,343.90,"3,813,130,378.00"
31.05.12,353.19,361.53,351.13,"4,284,032,899.00"
30.05.12,357.30,364.01,356.59,"3,202,383,801.00"
29.05.12,364.01,365.28,360.49,"2,946,189,922.00"
25.05.12,361.73,364.16,359.24,"2,477,880,496.00"
24.05.12,361.37,362.55,357.14,"3,108,979,578.00"
23.05.12,358.09,371.59,358.01,"3,368,531,152.00"
22.05.12,371.59,371.59,364.95,"3,212,837,134.00"
21.05.12,364.95,365.22,356.87,"3,216,066,610.00"
18.05.12,358.45,370.32,358.45,"4,853,464,286.00"
16.05.12,370.32,372.99,365.91,"3,743,139,003.00"
15.05.12,371.83,374.06,369.67,"3,757,237,786.00"
14.05.12,370.08,377.44,368.29,"3,277,768,868.00"
11.05.12,377.38,377.71,371.80,"3,492,435,204.00"
10.05.12,377.54,377.96,369.38,"4,222,397,064.00"
09.05.12,371.35,375.13,367.16,"4,801,364,450.00"
08.05.12,370.71,384.97,370.49,"4,730,565,159.00"
07.05.12,381.73,381.74,375.28,"2,794,751,490.00"
04.05.12,381.08,390.45,381.02,"3,779,349,285.00"
03.05.12,390.24,392.23,387.46,"3,406,626,549.00"
02.05.12,387.46,393.85,386.43,"3,826,132,135.00"
30.04.12,389.21,390.80,387.45,"3,222,122,323.00"
27.04.12,387.83,390.81,385.16,"5,260,711,874.00"
26.04.12,390.81,392.53,387.66,"3,458,844,036.00"
25.04.12,388.95,390.18,384.68,"3,835,799,906.00"
24.04.12,385.02,385.02,378.56,"3,417,121,168.00"
23.04.12,378.56,389.83,376.90,"3,823,580,437.00"
20.04.12,389.83,390.43,387.27,"3,543,130,051.00"
19.04.12,388.93,392.55,388.39,"3,917,201,137.00"
18.04.12,389.79,393.00,387.87,"4,722,758,582.00"
17.04.12,391.04,391.05,380.16,"3,801,683,936.00"
16.04.12,382.20,384.93,379.29,"3,337,391,580.00"
13.04.12,382.32,386.63,381.12,"3,425,259,057.00"
12.04.12,386.21,386.22,378.93,"3,958,299,132.00"
11.04.12,380.14,381.68,376.07,"3,774,064,124.00"
10.04.12,377.60,389.65,377.60,"4,680,177,688.00"
04.04.12,389.61,394.62,389.08,"1,781,340,288.00"
03.04.12,394.62,399.01,394.55,"2,542,490,063.00"
02.04.12,398.67,398.67,392.90,"3,026,990,817.00"
30.03.12,394.39,394.39,388.49,"3,749,562,690.00"
29.03.12,388.50,394.62,388.10,"4,046,123,033.00"
28.03.12,394.34,397.55,393.66,"3,395,418,715.00"
27.03.12,396.75,403.73,396.74,"3,296,261,855.00"
26.03.12,401.92,401.92,395.76,"3,849,567,117.00"
23.03.12,396.20,396.67,391.68,"4,309,096,546.00"
22.03.12,391.72,396.07,390.33,"4,165,979,242.00"
21.03.12,395.60,399.56,393.38,"3,951,725,730.00"
20.03.12,396.52,403.51,396.11,"3,808,857,379.00"
19.03.12,403.51,403.51,400.70,"3,438,515,277.00"
16.03.12,401.64,402.40,399.50,"3,996,488,322.00"
15.03.12,399.58,401.59,398.78,"4,372,863,441.00"
14.03.12,399.75,400.52,395.41,"4,530,022,306.00"
13.03.12,395.41,395.83,390.80,"3,342,862,273.00"
12.03.12,390.80,393.77,390.53,"2,724,930,584.00"
09.03.12,393.63,394.44,390.59,"3,862,665,065.00"
08.03.12,391.65,392.21,384.28,"3,967,001,597.00"
07.03.12,384.28,384.28,379.08,"3,372,628,071.00"
06.03.12,379.48,391.11,379.48,"4,793,937,374.00"
05.03.12,391.11,396.65,390.85,"3,387,273,693.00"
02.03.12,396.65,397.52,395.43,"2,765,222,018.00"
01.03.12,396.19,397.76,394.17,"4,003,587,327.00"
29.02.12,397.40,399.89,396.21,"4,502,681,303.00"
28.02.12,398.20,398.25,394.82,"4,454,943,311.00"
27.02.12,396.20,396.20,392.81,"3,840,791,594.00"
24.02.12,394.92,395.64,390.91,"3,379,346,177.00"
23.02.12,390.91,394.84,389.28,"3,428,010,112.00"
22.02.12,393.21,393.71,389.77,"4,450,687,447.00"
21.02.12,392.15,393.59,390.73,"3,861,346,600.00"
20.02.12,393.10,393.44,387.57,"4,633,871,785.00"
17.02.12,387.57,392.27,387.07,"4,679,430,703.00"
16.02.12,388.42,388.57,384.75,"4,213,193,177.00"
15.02.12,387.05,388.75,381.86,"4,536,785,655.00"
14.02.12,381.86,384.56,381.07,"4,192,825,928.00"
13.02.12,383.12,387.17,382.86,"3,150,570,432.00"
10.02.12,384.30,384.32,380.69,"4,631,867,239.00"
09.02.12,383.30,384.57,378.68,"5,967,863,760.00"
08.02.12,378.68,381.54,375.64,"5,624,380,290.00"
07.02.12,375.97,380.91,372.99,"4,831,541,415.00"
06.02.12,378.04,378.41,373.87,"3,484,393,047.00"
03.02.12,377.58,377.58,369.75,"4,814,483,777.00"
02.02.12,373.08,373.73,369.53,"5,419,922,202.00"
01.02.12,372.79,372.85,365.83,"4,080,255,469.00"
31.01.12,365.95,367.31,363.44,"4,110,459,475.00"
30.01.12,363.44,368.05,362.72,"2,845,966,958.00"
27.01.12,368.03,370.41,366.60,"3,093,394,960.00"
26.01.12,368.70,369.17,364.25,"4,050,217,586.00"
25.01.12,364.25,366.38,362.62,"3,403,694,313.00"
24.01.12,363.54,367.23,361.14,"3,841,901,964.00"
23.01.12,367.22,369.31,364.41,"3,544,698,351.00"
20.01.12,365.18,369.24,363.84,"3,993,326,460.00"
19.01.12,367.93,368.99,364.37,"5,213,287,698.00"
18.01.12,366.49,369.55,364.40,"4,327,366,747.00"
17.01.12,367.74,370.85,365.95,"4,226,158,654.00"
16.01.12,366.09,366.13,360.12,"3,407,035,586.00"
13.01.12,365.06,371.80,362.54,"3,828,569,285.00"
12.01.12,369.46,371.37,365.27,"5,059,794,876.00"
11.01.12,365.36,368.64,363.87,"4,302,839,504.00"
10.01.12,367.39,367.55,360.62,"4,395,127,875.00"
09.01.12,360.62,366.32,360.55,"3,553,443,648.00"
06.01.12,363.88,366.10,362.92,"3,369,541,307.00"
05.01.12,364.98,366.44,362.66,"3,565,462,433.00"
04.01.12,362.78,366.00,361.86,"3,733,183,738.00"
03.01.12,366.00,366.34,361.15,"3,673,844,960.00"
02.01.12,361.82,361.85,356.25,"1,317,193,590.00"
30.12.11,357.60,358.22,355.30,"985,846,483.00"
29.12.11,356.14,356.49,351.82,"1,309,017,647.00"
28.12.11,352.74,357.74,352.58,"1,552,638,679.00"
27.12.11,356.60,358.35,354.71,"791,338,182.00"
23.12.11,355.84,355.85,351.77,"1,716,804,346.00"
22.12.11,351.98,352.00,345.90,"2,742,261,946.00"
21.12.11,345.97,351.19,345.11,"3,353,153,908.00"
20.12.11,348.40,348.40,337.08,"3,301,131,699.00"
19.12.11,337.58,343.11,337.09,"2,621,950,080.00"
16.12.11,340.63,342.08,337.94,"3,744,929,525.00"
15.12.11,338.60,341.04,332.91,"4,034,731,794.00"
14.12.11,332.91,344.60,332.91,"3,927,399,017.00"
13.12.11,343.68,346.80,338.23,"3,926,946,932.00"
12.12.11,341.65,351.45,341.02,"3,445,768,714.00"
09.12.11,351.41,353.32,342.92,"4,058,065,935.00"
08.12.11,346.38,356.97,346.21,"4,153,314,021.00"
07.12.11,352.68,360.36,351.40,"4,587,045,974.00"
06.12.11,357.16,357.91,351.42,"3,818,286,720.00"
05.12.11,354.74,356.26,352.03,"2,949,928,306.00"
02.12.11,352.03,356.43,350.67,"4,279,162,572.00"
01.12.11,352.04,355.54,349.58,"4,307,722,737.00"
30.11.11,354.02,354.02,334.78,"7,163,761,051.00"
29.11.11,340.47,343.17,336.58,"3,406,020,685.00"
28.11.11,341.22,341.22,327.91,"3,573,077,687.00"
25.11.11,328.32,328.95,320.22,"2,915,144,440.00"
24.11.11,323.39,332.13,322.34,"3,447,644,595.00"
23.11.11,324.82,335.81,324.82,"4,881,478,485.00"
22.11.11,335.25,344.07,335.25,"3,837,182,730.00"
21.11.11,339.29,350.94,339.29,"4,058,439,003.00"
18.11.11,350.40,353.87,348.81,"3,693,486,152.00"
17.11.11,352.67,360.66,352.67,"4,857,861,740.00"
16.11.11,360.36,364.31,356.79,"3,985,768,560.00"
15.11.11,358.57,360.55,353.85,"3,519,510,714.00"
14.11.11,359.59,365.29,357.04,"3,546,828,383.00"
11.11.11,361.51,361.53,351.91,"3,698,089,556.00"
10.11.11,351.91,356.69,347.26,"4,799,622,609.00"
09.11.11,354.71,366.62,350.79,"5,750,315,106.00"
08.11.11,360.85,366.34,359.59,"3,852,254,058.00"
07.11.11,359.99,363.69,351.63,"4,624,861,605.00"
04.11.11,355.53,361.77,353.34,"4,538,688,516.00"
03.11.11,357.89,357.89,341.09,"5,510,593,507.00"
02.11.11,348.50,349.86,338.20,"5,353,208,398.00"
01.11.11,341.35,356.93,339.85,"6,178,071,348.00"
31.10.11,356.93,363.10,356.93,"4,336,657,865.00"
28.10.11,363.07,369.72,361.44,"5,789,371,340.00"
27.10.11,368.38,368.43,357.38,"6,707,776,463.00"
26.10.11,357.43,362.87,354.40,"4,329,242,938.00"
25.10.11,355.91,361.78,353.34,"4,733,024,944.00"
24.10.11,359.56,359.56,350.63,"4,048,698,290.00"
21.10.11,352.23,352.23,340.50,"4,142,555,522.00"
20.10.11,340.82,343.29,338.35,"4,466,015,775.00"
19.10.11,343.11,347.63,342.48,"4,177,283,913.00"
18.10.11,344.21,345.68,337.41,"3,897,211,461.00"
17.10.11,341.84,351.48,339.21,"4,327,401,852.00"
14.10.11,345.07,345.38,335.25,"4,061,219,699.00"
13.10.11,335.25,342.89,334.47,"3,703,405,720.00"
12.10.11,340.66,340.66,329.78,"4,661,974,104.00"
11.10.11,330.99,335.69,328.69,"3,873,001,051.00"
10.10.11,335.48,335.48,320.79,"4,036,406,811.00"
07.10.11,320.82,326.84,319.99,"3,779,231,736.00"
06.10.11,321.25,321.27,313.72,"4,562,226,228.00"
05.10.11,313.72,313.72,300.96,"4,333,109,715.00"
04.10.11,301.03,310.57,298.74,"6,367,284,673.00"
03.10.11,310.44,322.92,310.44,"4,759,358,239.00"
30.09.11,322.92,327.92,319.97,"4,730,338,259.00"
29.09.11,324.18,327.09,319.43,"4,071,316,302.00"
28.09.11,322.78,327.43,320.98,"3,726,492,945.00"
27.09.11,326.66,326.87,315.33,"4,878,595,083.00"
26.09.11,315.33,321.41,307.92,"5,056,494,529.00"
23.09.11,316.82,324.23,310.23,"3,479,691,172.00"
22.09.11,320.81,336.92,320.81,"5,566,358,940.00"
21.09.11,336.92,340.46,335.17,"3,707,287,475.00"
20.09.11,340.46,340.46,331.01,"3,907,270,062.00"
19.09.11,332.90,340.68,332.48,"3,906,579,075.00"
16.09.11,340.67,344.46,337.67,"5,459,041,549.00"
15.09.11,339.63,341.21,331.87,"5,650,709,243.00"
14.09.11,331.87,331.90,322.09,"4,795,344,153.00"
13.09.11,323.96,329.87,319.78,"5,556,623,373.00"
12.09.11,324.41,331.57,320.99,"4,287,704,637.00"
09.09.11,331.47,340.67,331.47,"4,067,905,497.00"
08.09.11,340.14,340.65,333.43,"4,524,402,899.00"
07.09.11,337.00,337.00,324.04,"4,228,709,561.00"
06.09.11,324.04,330.24,320.97,"5,449,672,491.00"
05.09.11,325.95,341.64,325.95,"3,897,106,262.00"
02.09.11,341.33,351.48,339.19,"3,737,720,110.00"
01.09.11,351.48,353.89,343.80,"4,385,137,062.00"
31.08.11,349.68,351.09,342.17,"4,836,895,155.00"
30.08.11,342.18,345.38,339.20,"4,309,048,954.00"
29.08.11,341.37,342.79,332.89,"3,392,278,507.00"
26.08.11,332.89,332.89,322.48,"4,100,896,901.00"
25.08.11,329.89,339.40,328.65,"4,218,213,069.00"
24.08.11,334.63,335.86,323.77,"4,561,379,034.00"
23.08.11,323.77,330.92,320.78,"3,970,425,605.00"
22.08.11,323.17,330.33,318.00,"4,043,205,594.00"
19.08.11,323.82,329.28,312.47,"5,947,297,794.00"
18.08.11,325.03,345.64,324.42,"6,144,912,374.00"
17.08.11,345.64,348.83,338.53,"4,813,002,715.00"
16.08.11,341.47,342.35,335.44,"4,983,419,913.00"
15.08.11,341.60,344.07,336.91,"3,851,984,509.00"
12.08.11,336.91,337.01,322.17,"5,734,932,479.00"
11.08.11,327.97,327.97,310.68,"6,458,354,955.00"
10.08.11,316.48,332.21,313.50,"6,846,948,092.00"
09.08.11,320.96,321.49,299.04,"8,785,108,466.00"
08.08.11,317.37,338.02,314.86,"7,288,396,952.00"
05.08.11,335.83,348.83,332.11,"8,193,264,497.00"
04.08.11,344.93,367.08,344.93,"6,743,312,474.00"
03.08.11,362.48,369.81,360.68,"5,274,717,016.00"
02.08.11,369.38,378.16,368.87,"4,893,530,225.00"
01.08.11,377.77,389.64,377.77,"3,875,349,916.00"
29.07.11,383.59,387.78,379.61,"3,287,593,018.00"
28.07.11,387.75,388.23,383.38,"3,697,705,442.00"
27.07.11,386.59,392.80,385.29,"2,998,984,842.00"
26.07.11,392.80,394.80,390.50,"3,327,727,919.00"
25.07.11,392.33,394.18,388.54,"2,679,196,481.00"
22.07.11,392.43,395.65,390.39,"3,710,808,249.00"
21.07.11,391.81,392.95,385.97,"3,445,671,528.00"
20.07.11,388.57,388.87,381.84,"3,789,561,977.00"
19.07.11,381.84,382.25,376.59,"4,154,621,908.00"
18.07.11,377.59,383.58,377.05,"2,632,399,445.00"
15.07.11,383.57,383.58,377.88,"2,858,075,842.00"
14.07.11,380.74,384.99,380.58,"3,007,930,495.00"
13.07.11,384.98,385.00,376.89,"3,341,779,529.00"
12.07.11,378.70,380.60,370.24,"4,159,200,976.00"
11.07.11,380.60,385.45,379.04,"3,220,846,091.00"
08.07.11,385.40,396.33,385.11,"4,189,305,141.00"
07.07.11,393.25,394.20,388.70,"3,501,946,835.00"
06.07.11,388.70,392.33,386.88,"3,944,979,003.00"
05.07.11,392.04,392.54,389.83,"3,429,161,950.00"
04.07.11,392.17,393.29,389.35,"2,352,037,608.00"
01.07.11,391.21,392.40,383.49,"4,513,350,164.00"
